KEY,English,Deutsch,Français,Italiano,Spanish,Portuguese (Euro),Portuguese (Brazil),Polish,Russian,Japanese,Chinese (simplified),Chinese (traditional),Korean,Turkish,Greek,Dutch,Vietnamese
pda_WO4aWmC,[c][2eafff]I'll need to get back to camp and get to producing that first batch of Assault Rifles now.[-][/c],,,,,,,,,,,,,,,,
pda_a0kOiKi,Obtain 20 Assault Rifles,,,,,,,,,,,,,,,,
pda_qOme0Bm,"The Tal'on need a supply of modern weapons to hold off any attacks made by the zirax. Bows and Arrows can deal with the occasional trooper, but firearms and explosives are needed to take out Drones and fortifications.\n\n[b][c][ffffff]Craft, Loot or Buy 20 Assault Rifles[-][/c][/b]\n[b][c][ff0000]Hold all 20 of them in your inventory[-][/c][/b]",,,,,,,,,,,,,,,,
pda_8CUSuK0,"[c][2eafff]Okay, that's the first batch completed. [-][/c][c][2eafff]Only two more to go.[-][/c]",,,,,,,,,,,,,,,,
pda_CuTqiO4,Mass Production #2,,,,,,,,,,,,,,,,
pda_WWS4aSC,Obtain 20 Sniper Rifles,,,,,,,,,,,,,,,,
pda_eiUK8Gq,"The Tal'on need a supply of modern weapons to hold off any attacks made by the zirax. Bows and Arrows can deal with the occasional trooper, but firearms and explosives are needed to take out Drones and fortifications.\n\n[b][c][ffffff]Craft, Loot or Buy 20 Sniper Rifles[-][/c][/b]\n[b][c][ff0000]Hold all 20 of them in your inventory[-][/c][/b]",,,,,,,,,,,,,,,,
pda_m4qKiGa,"[c][2eafff]That's the second batch, only one more to go.[-][/c]",,,,,,,,,,,,,,,,
pda_uqSqWmO,Mass Production #3,,,,,,,,,,,,,,,,
pda_aq4iWeG,[c][2eafff]This should be the last batch of Shotguns.[-][/c],,,,,,,,,,,,,,,,
pda_0mGC4SG,Obtain 20 Shotguns,,,,,,,,,,,,,,,,
pda_mqOqeqm,"The Tal'on need a supply of modern weapons to hold off any attacks made by the zirax. Bows and Arrows can deal with the occasional trooper, but firearms and explosives are needed to take out Drones and fortifications.\n\n[b][c][ffffff]Craft, Loot or Buy 20 Shotguns[-][/c][/b]\n[b][c][ff0000]Hold all 20 of them in your inventory[-][/c][/b]",,,,,,,,,,,,,,,,
pda_mCq0WmC,"[c][2eafff]Okay, that's the last of them.[-][/c]\n[c][2eafff]IDA, can you open a communication to Khalad? I need to ask him something.[-][/c]",,,,,,,,,,,,,,,,
pda_i4GCCGC,Service Request,,,,,,,,,,,,,,,,
pda_KWu4ieK,"[b][c][ffee00][ IDA ][-][/c][/b]\n[c][00ffee]Opening a channel now, Commander.[-][/c]",,,,,,,,,,,,,,,,
pda_aauCSGQ,Channel Open: [c][6bd600]Khalad[-][/c],,,,,,,,,,,,,,,,
pda_CmiCm4W,===,,,,,,,,,,,,,,,,
pda_EiQmOC0,"[c][2eafff]Khalad, it's me.[-][/c]\n[c][2eafff]Do I need to worry about supplying ammunition with these weapons i'm delivering?[-][/c]",,,,,,,,,,,,,,,,
pda_4umSNGq,Service Request,,,,,,,,,,,,,,,,
pda_aC8emKG,"[b][c][6bd600][ Khalad ][-][/c][/b]\n[c][ffffff]No, i've got plenty of zirax ammunition back at The Tank.[-][/c]\n[c][ffffff]It's compatible with your UCH weapons, though it'll wear out the barrel quickly.[-][/c]\n[c][ffffff]I'll bring it by the village and ziggurat when you're done there.[-][/c]",,,,,,,,,,,,,,,,
pda_uK8Ku4C,Channel Closed: [c][ff5c5c]Khalad[-][/c],,,,,,,,,,,,,,,,
pda_iqea4Wq,===,,,,,,,,,,,,,,,,
pda_SM08m04,"[c][2eafff]Understood, Khalad.[-][/c]\n[c][2eafff]That's all I needed to know. Thanks.[-][/c]",,,,,,,,,,,,,,,,
pda_0UuOCuu,Supply Drop,,,,,,,,,,,,,,,,
pda_qa86ODE,[c][2eafff]Plotting a course back to the Tal'on Village...[-][/c],,,,,,,,,,,,,,,,
pda_iqeGSCq,Return to the Tal'on Village,,,,,,,,,,,,,,,,
pda_WmAeKYq,Return to the Tal'on village and give one of the weapons crates to the Shaman Turell.,,,,,,,,,,,,,,,,
pda_8iKGO8m,[c][2eafff]Coming up to the village now.[-][/c]\n[c][2eafff]Something doesn't seem right...[-][/c],,,,,,,,,,,,,,,,
pda_SKXW4ai,First Aid,,,,,,,,,,,,,,,,
pda_OSCi0qu,[c][2eafff]There are more village guards around the village now and they're all armed. [-][/c][c][2eafff]Something's going on...[-][/c]\n[c][2eafff]I need to find Turell.[-][/c],,,,,,,,,,,,,,,,
pda_q4SqBeG,Find Shaman Turell,,,,,,,,,,,,,,,,
pda_amCaOaa,Something is going on in the Tal'ohn village. The village guards have increased and they're all armed. This could be good or it could be bad...\n\n[b][c][ff0000]Bring the Weapons Case[-][/c][/b],,,,,,,,,,,,,,,,
pda_W00MSau,Second Case,,,,,,,,,,,,,,,,
pda_USeAgOO,Bring the second Weapon Case to Huntmaster Ku'reil,,,,,,,,,,,,,,,,
pda_SOGS850,Ku'reil is the Leader of the Hunters. They are responsible for the protection of the village from roaming predators and the hunting of animals to add to the village's food supplies.\nKu'reil's hunters have been recalled to the village to defend it against a possible zirax attack but they don't have the weaponry capable of dealing with mechanoids and drones.\n\n[b][c][ff0000]Bring a Weapon Case to Huntmaster Ku'reil[-][/c][/b],,,,,,,,,,,,,,,,
pda_uSTGiIe,Third Strike,,,,,,,,,,,,,,,,
pda_4OqaWa8,Loading search parameters...,,,,,,,,,,,,,,,,
pda_m2O4084,"[c][2eafff]IDA, it looks like the Zirax are finally starting to make their move on the Tal'on.[-][/c]\n[c][2eafff]I need you to keep me posted on any troop deployments around the village and ziggurat.[-][/c]",,,,,,,,,,,,,,,,
pda_9iqGmi4,===,,,,,,,,,,,,,,,,
pda_eGeCEiK,"[b][c][ffee00][ IDA ][-][/c][/b]\n[c][00ffee]Confirmed, Commander.[-][/c]\n[c][00ffee]There are several patrol units on the ground inside the Tal'on's territory with high thermal signatures. They appear to be idle at this time.[-][/c]",,,,,,,,,,,,,,,,
pda_euumeOi,Third Strike,,,,,,,,,,,,,,,,
pda_aWaSmie,"[c][2eafff]If you can intercept their communications, relay the information to Khalad's terminal back at the Tank.[-][/c]\n\n[c][2eafff]I need to bring this last case of weapons to the [-][/c][c][ffffff]Ziggurat[-][/c][c][2eafff].[-][/c]",,,,,,,,,,,,,,,,
pda_O8qi4C8,Return to the Tal'on Ziggurat,,,,,,,,,,,,,,,,
pda_q8WaCe0,"The Tal'on Hunters and Guardsmen are bringing in the civilians from the outlying buildings to defensible locations like the Village and Ziggurat, but they lack the weapons to deal with Drones and Mechanoids.\n\n[c][ff0000][b]Bring the final Weapons Case to the Tal'on Ziggurat[/b][-][/c]",,,,,,,,,,,,,,,,
pda_eGKGmSa,[c][2eafff]I've reached the Ziggurat.[-][/c]\n[c][2eafff]It doesn't look like they've closed the gates yet. I need to get inside.[-][/c],,,,,,,,,,,,,,,,
pda_SAeaKKK,Reach the Entrance,,,,,,,,,,,,,,,,
pda_mmuGaGu,Boff is the gate guard of the temple. You spoke to him before.,,,,,,,,,,,,,,,,
pda_q0uwmSC,Moon Room,,,,,,,,,,,,,,,,
pda_CmC04w0,Approach the Temple Shaman,,,,,,,,,,,,,,,,
pda_ieW0e8u,Find the shaman in charge of the Room of the Moon in the lower Ziggurat,,,,,,,,,,,,,,,,
pda_waSSu8K,"[c][ff5c5c]Praise not the rebels who rise against our overlords, for they mean to deceive you! Fear and Hate are not just their message, but their weapon. A weapon aimed at the hearts and minds of my people.[-][/c]\n[c][ff5c5c]Listen not to their words my followers! Avert your gaze and your hearing from their message.[-][/c]\n[c][ff5c5c]Seek instead the blessed guidance of the spirits, so that you may find Empyrion as our ancestors once did before they grew apathetic and neglectful of their spiritual duties.[-][/c]\n[c][ff5c5c]Rejoice as the punishment for their sins comes again and washes away the unfaithful and the sinful![-][/c]",,,,,,,,,,,,,,,,
pda_OeKuK7U,Atonement,,,,,,,,,,,,,,,,
pda_SK4aCOG,[c][2eafff]I have a feeling that this shaman must be Shaman Dolmac; which means i'm gonna have to turn on the charm to get anywhere.[-][/c],,,,,,,,,,,,,,,,
pda_GFCWqSu,Speak to the Moon Shaman,,,,,,,,,,,,,,,,
pda_e4au0Wq,"Looks like the Shaman in charge in the Room of the Moon may be Shaman Dolmac.\nIf that's the case, you're going to have to be your most charming and ingratiating in order to sweet talk him into accepting your help.",,,,,,,,,,,,,,,,
pda_im4qme0,"[c][2eafff]IDA, there is apparently a burial chamber nearby.[-][/c]\n[c][2eafff]Can you find it on your scans or is it shielded like Khalad's tank?[-][/c]",,,,,,,,,,,,,,,,
pda_WpG8uWs,Graverobber,,,,,,,,,,,,,,,,
pda_0GqSSSi,"[b][c][ffee00][ IDA ][-][/c][/b]\n[c][00ffee]I have identified several subterranean structures, Commander.[-][/c]\n[c][00ffee]Most are small and made of natural limestone and cement, but I am detecting no energy signatures of any kind.[-][/c]\n[c][00ffee]I have added the largest of the structures to your Heads-Up Display.[-][/c]",,,,,,,,,,,,,,,,
pda_naoWqO8,Find the Tal'on Burial Chamber,,,,,,,,,,,,,,,,
pda_WkKSi0e,"The Temple Guardsmen's Oath forbids them from using Zirax weapons, which also includes UCH weapons due to their similarity.\n\nTo get around the oath, Captain Ty'nan of the Temple Guardsmen has sent you to an ancient Tal'on Burial Site to retrieve sealed Tal'on technology from before the purge that will not violate their oaths.",,,,,,,,,,,,,,,,
pda_8VeOqAa,"[c][2eafff]This looks like the place, IDA.[-][/c]\n[c][2eafff]Anything on your scans?[-][/c]",,,,,,,,,,,,,,,,
pda_SOOmmui,Graverobber,,,,,,,,,,,,,,,,
pda_aO8A0m0,"[b][c][ffee00][ IDA ][-][/c][/b]\n[c][00ffee]Nothing, Commander.[-][/c]\n[c][00ffee]I'm afraid you're on your own for this.[-][/c]",,,,,,,,,,,,,,,,
pda_GamO44q,Search the Burial Chamber,,,,,,,,,,,,,,,,
pda_2aaeGWG,"Somewhere inside the Tal'on Burial Chamber, alongside the dead is a sealed and shielded container that has the technology the Tal'on hid away when they were first exiled to this planet and forbidden their advanced technology.\n\n[c][ffffff][b]Search the Burial Chamber for the Sealed Casket.[/b][-][/c]\n[c][ff0000]You only need one Sealed Crate. If in MP, leave the remaining 2 Crates.[-][/c]",,,,,,,,,,,,,,,,
pda_0QC4uua,"[b][c][ffae00]< Translating Headstone >[-][/c][/b] [b][c][6bd600]Tal'on[-][/c][/b] to [b][c][2eafff]UCH Standard[-][/c][/b]\n[c][ffffff]Here lies the final resting place of our once-great civilization's founder: Our technology.[-][/c]\n[c][ffffff]Given pride of place among the dead, buried and soon-to-be forgotten in a tomb that marks the price we paid for our indecision.[-][/c]\n[c][ffffff]If a time should once again come when these relics are necessary, let it be for the last time.[-][/c]\n[c][ffffff][-][/c]\n[c][ffffff]Kar'han, Tal'on Ambassador to the Zirax, First Chief[-][/c]",,,,,,,,,,,,,,,,
pda_i4mCO4C,Graverobber,,,,,,,,,,,,,,,,
pda_eCCe84S,[c][2eafff]This is definitely it![-][/c]\n[c][2eafff]Let's blow this cover stone off.[-][/c],,,,,,,,,,,,,,,,
pda_Mmk8iGO,Open the Casket,,,,,,,,,,,,,,,,
pda_eIOEqMW,"You've found the casket, but it's under these slabs. They look fragile enough to be destroyed with a few shots with a shotgun.\n\n[c][ff0000]You only need one Sealed Crate. If in MP, leave the remaining 2 Crates for other players.[-][/c]\n[c][ff0000][-][/c]\n[c][ff0000]This task is completed by putting a crate in your INVENTORY. Not your ship.[-][/c]",,,,,,,,,,,,,,,,
pda_eeieGSQ,"[c][2eafff]I've got the box, IDA.[-][/c]\n[c][2eafff]How's it looking outside?[-][/c]",,,,,,,,,,,,,,,,
pda_K8888GG,Pathfinder,,,,,,,,,,,,,,,,
pda_4uSN84K,"[b][c][ffee00][ IDA ][-][/c][/b]\n[c][00ffee]Zirax troops have begun mobilizing around the Ziggurat, Commander.[-][/c]\n[c][00ffee]They began moving a few moments ago and are headed straight for the Ziggurat.[-][/c]\n[c][00ffee]Whatever you are planning to do Commander, do it quickly.[-][/c]",,,,,,,,,,,,,,,,
pda_0C0umiS,Return to the Ziggurat,,,,,,,,,,,,,,,,
pda_W4OeuWi,Return to the Ziggurat with the Sealed Crate of ancient Tal'on Technology.\nThe zirax troops have begun mobilizing and it may already be too late by the time you reach the ziggurat.\n\n[b][c][ff0000]Ensure you are well armed and that the Sealed Crate is in your inventory. There will likely be a fighting in and around the temple.[-][/c][/b],,,,,,,,,,,,,,,,
pda_m4qCeKO,"[c][2eafff]I'm not seeing any enemy activity, IDA.[-][/c]\n[c][2eafff]It looks like I made it back before they reached the Ziggurat.[-][/c]",,,,,,,,,,,,,,,,
pda_SWYe8e4,Inheritors,,,,,,,,,,,,,,,,
pda_08SSGOO,"[b][c][ffee00][ IDA ][-][/c][/b]\n[c][00ffee]It seems so, Commander.[-][/c]\n[c][00ffee]They appeared to be slowed by the unfamiliar terrain.[-][/c]",,,,,,,,,,,,,,,,
pda_0Suqu4q,Find Shaman Dolmac,,,,,,,,,,,,,,,,
pda_amuiuG4,The zirax's first wave of troops are fast approaching the ziggurat.\nThe Temple Guardians need the sealed weapons technology you're carrying and they need it now.\n\n[b][c][ff0000]Bring the Sealed Crate to Shaman Dolmac and Captain Ty'nan[-][/c][/b],,,,,,,,,,,,,,,,
pda_W2esKau,"[b][c][6bd600][ Captain Ty'nan ][-][/c][/b]\n[c][ffffff]You have returned, Stranger. And not a moment too soon![-][/c]\n[c][ffffff][i]Come quickly![/i][-][/c]",,,,,,,,,,,,,,,,
pda_14CemiO,Inheritors,,,,,,,,,,,,,,,,
pda_8u5GCca,Bring the Sealed Crate to Shaman Dolmac,,,,,,,,,,,,,,,,
pda_mu5oIeu,You have arrived just in time.\nBring the sealed crate to Shaman Dolmac to open and begin the process of re-arming the Temple Guardians.\n\n[b][c][ff0000]Give the Sealed Crate to Shaman Dolmac[-][/c][/b],,,,,,,,,,,,,,,,
pda_0UWuiSG,[b][c][ffee00][ IDA ][-][/c][/b]\n[c][00ffee]Commander![-][/c]\n[c][00ffee]The enemy troops have begun their attack on the Ziggurat.[-][/c]\n[c][00ffee]You must withdraw or you will be caught in the fighting.[-][/c],,,,,,,,,,,,,,,,
pda_8SS8mqi,Crisis of Faith,,,,,,,,,,,,,,,,
pda_mfUGSOq,"[c][2eafff]I'm staying, IDA.[-][/c]\n[c][2eafff]It'll take time for them to refit the Guardian's weapons so they'll need me to hold them off until they're ready.[-][/c]",,,,,,,,,,,,,,,,
pda_kXqCaiG,Head to the roof,,,,,,,,,,,,,,,,
pda_iaSoaKS,===,,,,,,,,,,,,,,,,
pda_iOCi0WS,"[b][c][ffee00][ IDA ][-][/c][/b]\n[c][00ffee]I figured you'd say that, Commander.[-][/c]\n[c][00ffee]Since I cannot stop you, the only thing left for me to do is wish you Good Luck.[-][/c]",,,,,,,,,,,,,,,,
pda_a8eKCGi,Crisis of Faith,,,,,,,,,,,,,,,,
pda_WK0Keaa,"[b][c][ffee00][ IDA ][-][/c][/b]\n[c][00ffee]I was able to scramble the enemy drones' enemy tracking system, so they are presently engaging a ""hostile"" mountainside.[-][/c]\n\n[c][00ffee]You can thank me later, Commander.[-][/c]",,,,,,,,,,,,,,,,
pda_aW2CKae,[b][c][ff0000]Hold off the enemy[-][/c][/b],,,,,,,,,,,,,,,,
pda_GGmpoam,The zirax are attacking the Ziggurat and you need to hold them off while the shaman refit the Guardians with energy weapons.,,,,,,,,,,,,,,,,
pda_0GWeOOu,"[b][c][ffee00][ IDA ][-][/c][/b]\n[c][00ffee]I have managed to disable several of the enemy's drones, but the rest have recovered and are now heading your way, Commander.[-][/c]",,,,,,,,,,,,,,,,
pda_OKoOaeq,Hold the Line,,,,,,,,,,,,,,,,
pda_m48qYmO,"[c][2eafff]Understood, IDA. Good work.[-][/c]\n[c][2eafff]The second wave of troops are also coming.[-][/c]",,,,,,,,,,,,,,,,
pda_eK0SCOm,[b][c][ff0000]Hold off the enemy[-][/c][/b],,,,,,,,,,,,,,,,
pda_GeKSuKW,===,,,,,,,,,,,,,,,,
pda_OOqO4me,[b][c][6bd600][ Captain Ty'nan ][-][/c][/b]\n[c][ffae00][b]ALL GUARDIANS!! DRAW YOUR WEAPONS!![/b][-][/c],,,,,,,,,,,,,,,,
pda_u8CWGOp,Divine Retribution,,,,,,,,,,,,,,,,
pda_o8SWCCW,"[b][c][6bd600][ Captain Ty'nan ][-][/c][/b]\n[c][ffffff]You can stand back now, Commander![-][/c]\n[c][ffffff]We'll take care of the rest of them, leave it to us.[-][/c]",,,,,,,,,,,,,,,,
pda_eSW84i0,Return to Shaman Ur'cera,,,,,,,,,,,,,,,,
pda_mauuu8K,It looks like reinforcements have arrived just in time.\nCaptain Ty'nan and his Advanced Guardians should be able to deal with the rest of the zirax attackers.\nNow you must go inside and speak to Shaman Ur'cera.,,,,,,,,,,,,,,,,
pda_8K8SWme,Mission Complete,,,,,,,,,,,,,,,,
pda_8lmO48c,"[c][2eafff]The Ziggurat has been secured, IDA.[-][/c]\n[c][2eafff]Thanks for all your help with holding back the drones as long as you could. You saved a lot of lives, not just mine.[-][/c]",,,,,,,,,,,,,,,,
pda_0Q0qSKX,Receiving Transmission,,,,,,,,,,,,,,,,
pda_CKKGWCq,===,,,,,,,,,,,,,,,,
pda_CuOOqm4,"[b][c][ffee00][ IDA ][-][/c][/b]\n[c][00ffee]You are... welcome, Commander.[-][/c]\n[c][00ffee]It wouldn't hurt to praise me more in future, considering all that I do.[-][/c]",,,,,,,,,,,,,,,,
pda_ue4WuKG,Updating Parameters...,,,,,,,,,,,,,,,,
pda_Om0Oama,===,,,,,,,,,,,,,,,,
pda_S40ne4S,[c][2eafff][i]Roger that![/i][-][/c],,,,,,,,,,,,,,,,
pda_E9Kiua0,"[b][c][6bd600]Chapter 3: Freedom Fighter[-][/c][/b]\n\nWith the help of Khalad, you have successfully armed and defended the Tal'on Village and Ziggurat against a Zirax Attack. But it's not over...\nAs long as the Zirax are able to deploy more troops and drones, the Tal'on people on this planet will never be safe.\n\n[c][c0c0c0]* * *[-][/c]\n[u][/u][b][u]STORYLINE[/u][/b]\n[c][c0c0c0]Chapter 1: Vindicator[-][/c]\n[c][c0c0c0]Chapter 2: Instigator[-][/c]\n[c][00ffff]Chapter 3: Freedom Fighter[-][/c]\n[c][c0c0c0]Chapter 4: Odyssey[-][/c]",,,,,,,,,,,,,,,,
pda_8KeuahK,"[c][6bd600][b]Chapter 3: Freedom Fighter[/b][-][/c]\n\nWith the help of Khalad, you have successfully armed and defended the Tal'on Villages and Ziggurat against a Zirax Attack. But it's not over...\nAs long as the Zirax are able to deploy more troops and drones, the Tal'on people on this planet will never be safe.",,,,,,,,,,,,,,,,
pda_8OC4Mae,Return to Base,,,,,,,,,,,,,,,,
pda_8iAeaWa,"[c][2eafff]It's about time I got out of here and headed back to [-][/c][c][ffee00]The Tank[-][/c][c][2eafff].[-][/c]\n[c][2eafff]Khalad's probably had as bad a time as we did, and [i]he's on foot[/i].[-][/c]",,,,,,,,,,,,,,,,
pda_SjuOKaW,Receiving Telemetry...,,,,,,,,,,,,,,,,
pda_CqqaWUO,[b][c][ffee00]Telemetry Data:[-][/c][/b] A transmission from IDA that includes terrain mapping and target acquisition of ground-based structures.,,,,,,,,,,,,,,,,
pda_eOmCOeu,"[b][c][ffee00][ IDA ][-][/c][/b]\n[c][00ffee]Confirmed, Commander.[-][/c]\n[c][00ffee]Plotting a course back to the Water Tank.[-][/c]",,,,,,,,,,,,,,,,
pda_ma8C4i8,Return to the Ruined water tank,,,,,,,,,,,,,,,,
pda_hiS4AKC,"Khalad's base is located inside an ancient reinforced water tank that draws water up from an aquifer deep underground.\nIt is reinforced and shielded against radiation, making it an ideal place to hide from enemy scans.",,,,,,,,,,,,,,,,
pda_S9quaO4,"[c][2eafff]IDA, You were keeping an eye on Khalad's position, right?[-][/c]\n[c][2eafff]Did he come back here after delivering the ammunition?[-][/c]",,,,,,,,,,,,,,,,
pda_ZC48Cmu,Risky Business,,,,,,,,,,,,,,,,
pda_KvqFC0c,"[b][c][ffee00][ IDA ][-][/c][/b]\n[c][00ffee]Confirmed, Commander.[-][/c]\n[c][00ffee]Though he failed to deliver the ammunition to the Ziggurat as planned; he returned from the village moments ago.[-][/c]",,,,,,,,,,,,,,,,
